order_id,item_id,taiwan_price
10058,31,NT$190
10059,677,NT$230
10059,665,NT$340
10059,83,NT$90
10060,93,NT$70
10060,665,NT$340
10060,73,NT$250
10060,73,NT$250
10061,97,NT$100
10061,83,NT$90
10062,92,NT$70
10062,92,NT$70
10062,83,NT$90
10063,74,NT$250
10063,83,NT$90
10063,29,NT$290
10064,66,NT$220
10064,93,NT$70
10064,84,NT$100
10065,74,NT$250
10065,84,NT$100
10065,665,NT$340
10065,66,NT$220
10066,31,NT$190
10066,74,NT$250
10066,73,NT$250
10066,83,NT$90
10067,97,NT$100
10067,30,NT$240
10067,82,NT$90
10068,67,NT$370
10068,29,NT$290
10069,84,NT$100
10069,31,NT$190
10069,67,NT$370
10070,29,NT$290
10070,71,NT$220
10071,97,NT$100
10071,31,NT$190
10071,31,NT$190
10071,82,NT$90
10072,67,NT$370
10072,71,NT$220
10073,97,NT$100
10073,73,NT$250
10074,93,NT$70
10074,71,NT$220
10075,66,NT$220
10075,31,NT$190
10075,82,NT$90
10076,31,NT$190
10076,66,NT$220
10076,31,NT$190
10077,71,NT$220
10077,74,NT$250
10077,82,NT$90
10077,83,NT$90
10078,92,NT$70
10078,74,NT$250
10078,30,NT$240
10078,29,NT$290
10078,66,NT$220
10079,97,NT$100
10079,665,NT$340
10079,97,NT$100
10079,31,NT$190
10079,73,NT$250
10080,74,NT$250
10080,93,NT$70
10080,665,NT$340
10081,67,NT$370
10081,93,NT$70
10081,97,NT$100
10081,92,NT$70
10082,83,NT$90
10082,92,NT$70
10082,93,NT$70
10082,29,NT$290
10082,29,NT$290
10083,31,NT$190
10083,73,NT$250
10083,74,NT$250
10083,31,NT$190
10084,84,NT$100
10084,82,NT$90
10085,66,NT$220
10085,30,NT$240
10085,83,NT$90
10085,665,NT$340
10086,74,NT$250
10086,677,NT$230
10086,72,NT$270
10087,30,NT$240
10087,84,NT$100
10087,31,NT$190
10087,92,NT$70
10087,72,NT$270
10088,677,NT$230
10088,665,NT$340
10088,66,NT$220
10089,74,NT$250
10089,84,NT$100
10089,93,NT$70
10090,29,NT$290
10090,92,NT$70
10090,93,NT$70
10090,93,NT$70
10091,72,NT$270
10091,83,NT$90
10091,93,NT$70
10091,93,NT$70
10092,93,NT$70
10092,677,NT$230
10092,30,NT$240
10092,31,NT$190
10093,31,NT$190
10093,73,NT$250
10093,67,NT$370
10093,73,NT$250
10094,29,NT$290
10094,677,NT$230
10094,73,NT$250
10095,73,NT$250
10095,30,NT$240
10095,665,NT$340
10095,82,NT$90
10095,74,NT$250
10096,30,NT$240
10096,71,NT$220
10096,73,NT$250
10096,66,NT$220
10097,665,NT$340
10097,665,NT$340
10098,97,NT$100
10098,29,NT$290
10098,74,NT$250
10098,97,NT$100
10098,74,NT$250
10099,92,NT$70
10099,93,NT$70
10099,677,NT$230
10100,83,NT$90
10100,30,NT$240
10100,92,NT$70
10101,82,NT$90
10101,93,NT$70
10101,665,NT$340
10102,73,NT$250
10102,30,NT$240
10102,30,NT$240
10102,71,NT$220
10102,74,NT$250
10103,677,NT$230
10103,84,NT$100
10104,677,NT$230
10104,29,NT$290
10104,71,NT$220
10104,29,NT$290
10104,74,NT$250
10105,67,NT$370
10105,73,NT$250
10105,73,NT$250
10106,31,NT$190
10106,74,NT$250
10106,71,NT$220
10106,67,NT$370
10107,74,NT$250
10107,665,NT$340
10108,93,NT$70
10108,67,NT$370
10108,73,NT$250
10108,83,NT$90
10108,67,NT$370
10109,97,NT$100
10109,74,NT$250
10109,30,NT$240
10109,677,NT$230
10110,665,NT$340
10110,71,NT$220
10110,73,NT$250
10110,67,NT$370
10111,97,NT$100
10111,73,NT$250
10111,74,NT$250
10112,66,NT$220
10112,67,NT$370
10113,73,NT$250
10113,67,NT$370
10113,97,NT$100
10113,66,NT$220
10113,71,NT$220
10114,83,NT$90
10114,92,NT$70
10114,665,NT$340
10114,92,NT$70
10114,83,NT$90
10115,74,NT$250
10115,73,NT$250
10115,97,NT$100
10115,93,NT$70
10116,29,NT$290
10116,67,NT$370
10116,67,NT$370
10116,73,NT$250
10117,93,NT$70
10117,82,NT$90
10117,72,NT$270
10117,83,NT$90
10118,92,NT$70
10118,72,NT$270
10118,29,NT$290
10118,29,NT$290
10118,92,NT$70
10119,67,NT$370
10119,29,NT$290
10119,82,NT$90
10119,73,NT$250
10119,97,NT$100
10120,97,NT$100
10120,92,NT$70
10120,93,NT$70
10121,84,NT$100
10121,29,NT$290
10121,29,NT$290
10121,82,NT$90
10122,93,NT$70
10122,665,NT$340
10122,665,NT$340
10122,74,NT$250
10123,97,NT$100
10123,72,NT$270
10124,74,NT$250
10124,67,NT$370
10125,665,NT$340
10125,82,NT$90
10125,97,NT$100
10126,72,NT$270
10126,29,NT$290
10127,82,NT$90
10127,30,NT$240
10127,677,NT$230
10127,92,NT$70
10128,29,NT$290
10128,97,NT$100
10128,665,NT$340
10128,67,NT$370
10129,29,NT$290
10129,84,NT$100
10129,71,NT$220
10129,92,NT$70
10130,72,NT$270
10130,74,NT$250
10131,66,NT$220
10131,71,NT$220
10131,93,NT$70
10131,74,NT$250
10131,665,NT$340
10132,66,NT$220
10132,83,NT$90
10132,71,NT$220
10132,72,NT$270
10132,93,NT$70
10133,71,NT$220
10133,66,NT$220
10133,82,NT$90
10134,82,NT$90
10134,97,NT$100
10135,30,NT$240
10135,97,NT$100
10136,83,NT$90
10136,73,NT$250
10136,97,NT$100
10136,66,NT$220
10137,67,NT$370
10137,72,NT$270
10137,31,NT$190
10137,84,NT$100
10137,92,NT$70
10138,677,NT$230
10138,73,NT$250
10138,665,NT$340
10138,74,NT$250
10139,665,NT$340
10139,677,NT$230
10139,82,NT$90
10139,74,NT$250
10139,74,NT$250
10140,74,NT$250
10140,92,NT$70
10140,29,NT$290
10141,29,NT$290
10141,66,NT$220
10141,30,NT$240
10141,84,NT$100
10141,93,NT$70
10142,84,NT$100
10142,93,NT$70
10142,84,NT$100
10143,97,NT$100
10143,92,NT$70
10144,67,NT$370
10144,82,NT$90
10145,82,NT$90
10145,73,NT$250
10145,29,NT$290
10145,72,NT$270
10146,93,NT$70
10146,93,NT$70
10147,67,NT$370
10147,73,NT$250
10148,92,NT$70
10148,677,NT$230
10148,93,NT$70
10148,84,NT$100
10148,29,NT$290
10149,83,NT$90
10149,83,NT$90
10149,74,NT$250
10150,74,NT$250
10150,30,NT$240
10150,82,NT$90
10150,72,NT$270
10151,66,NT$220
10151,665,NT$340
10152,31,NT$190
10152,66,NT$220
10152,67,NT$370
10153,665,NT$340
10153,677,NT$230
10153,31,NT$190
10154,97,NT$100
10154,72,NT$270
10154,31,NT$190
10155,82,NT$90
10155,83,NT$90
10155,66,NT$220
10155,84,NT$100
10155,677,NT$230
10156,93,NT$70
10156,67,NT$370
10156,29,NT$290
10157,29,NT$290
10157,73,NT$250
10157,29,NT$290
10157,71,NT$220
10158,74,NT$250
10158,72,NT$270
10158,74,NT$250
10159,29,NT$290
10159,93,NT$70
10160,665,NT$340
10160,84,NT$100
10161,72,NT$270
10161,66,NT$220
10161,82,NT$90
10161,71,NT$220
10161,67,NT$370
10162,82,NT$90
10162,66,NT$220
10163,83,NT$90
10163,665,NT$340
10163,71,NT$220
10163,93,NT$70
10163,83,NT$90
10164,31,NT$190
10164,97,NT$100
10164,82,NT$90
10165,74,NT$250
10165,29,NT$290
10165,31,NT$190
10166,74,NT$250
10166,677,NT$230
10166,71,NT$220
10166,74,NT$250
10167,71,NT$220
10167,665,NT$340
10167,83,NT$90
10167,29,NT$290
10167,31,NT$190
10168,74,NT$250
10168,665,NT$340
10168,97,NT$100
10168,83,NT$90
10168,74,NT$250
10169,82,NT$90
10169,66,NT$220
10169,677,NT$230
10169,29,NT$290
10170,97,NT$100
10170,665,NT$340
10170,92,NT$70
10170,677,NT$230
10171,31,NT$190
10171,67,NT$370
10171,82,NT$90
10171,82,NT$90
10171,84,NT$100
10172,84,NT$100
10172,97,NT$100
10173,84,NT$100
10173,93,NT$70
10173,92,NT$70
10173,84,NT$100
10173,97,NT$100
10174,665,NT$340
10174,92,NT$70
10174,84,NT$100
10175,67,NT$370
10175,93,NT$70
10175,677,NT$230
10175,97,NT$100
10176,74,NT$250
10176,84,NT$100
10177,665,NT$340
10177,74,NT$250
10177,67,NT$370
10177,93,NT$70
10178,92,NT$70
10178,66,NT$220
10179,93,NT$70
10179,97,NT$100
10179,84,NT$100
10180,665,NT$340
10180,677,NT$230
10180,82,NT$90
10180,84,NT$100
10180,92,NT$70
10181,97,NT$100
10181,665,NT$340
10181,74,NT$250
10182,665,NT$340
10182,73,NT$250
10182,665,NT$340
10182,29,NT$290
10182,67,NT$370
10183,67,NT$370
10183,83,NT$90
10183,66,NT$220
10184,31,NT$190
10184,677,NT$230
10184,67,NT$370
10185,665,NT$340
10185,84,NT$100
10185,83,NT$90
10186,30,NT$240
10186,73,NT$250
10186,29,NT$290
10186,97,NT$100
10187,83,NT$90
10187,83,NT$90
10187,97,NT$100
10187,677,NT$230
10187,31,NT$190
10188,66,NT$220
10188,93,NT$70
10188,66,NT$220
10188,71,NT$220
10188,84,NT$100
10189,66,NT$220
10189,82,NT$90
10189,29,NT$290
10189,84,NT$100
10190,97,NT$100
10190,665,NT$340
10191,67,NT$370
10191,29,NT$290
10191,71,NT$220
10191,677,NT$230
10192,30,NT$240
10192,97,NT$100
10192,71,NT$220
10193,82,NT$90
10193,72,NT$270
10193,82,NT$90
10194,73,NT$250
10194,677,NT$230
10194,677,NT$230
10194,71,NT$220
10195,30,NT$240
10195,67,NT$370
10195,66,NT$220
10196,82,NT$90
10196,66,NT$220
10196,31,NT$190
10196,83,NT$90
10196,677,NT$230
10197,72,NT$270
10197,82,NT$90
10197,665,NT$340
10197,73,NT$250
10197,71,NT$220
10198,30,NT$240
10198,74,NT$250
10198,665,NT$340
10198,72,NT$270
10199,97,NT$100
10199,29,NT$290
10199,83,NT$90
10199,93,NT$70
10200,92,NT$70
10200,83,NT$90
10200,97,NT$100
10201,66,NT$220
10201,31,NT$190
10201,66,NT$220
10201,66,NT$220
10201,73,NT$250
10202,665,NT$340
10202,92,NT$70
10202,97,NT$100
10202,66,NT$220
10202,66,NT$220
10203,677,NT$230
10203,97,NT$100
10203,30,NT$240
10204,82,NT$90
10204,30,NT$240
10204,665,NT$340
10204,92,NT$70
10205,72,NT$270
10205,67,NT$370
10206,92,NT$70
10206,97,NT$100
10207,93,NT$70
10207,29,NT$290
10207,73,NT$250
10207,97,NT$100
10207,97,NT$100
10208,84,NT$100
10208,73,NT$250
10209,66,NT$220
10209,29,NT$290
10210,72,NT$270
10210,677,NT$230
10211,93,NT$70
10211,31,NT$190
10212,29,NT$290
10212,82,NT$90
10213,83,NT$90
10213,71,NT$220
10213,665,NT$340
10213,31,NT$190
10214,83,NT$90
10214,66,NT$220
10214,97,NT$100
10214,67,NT$370
10215,677,NT$230
10215,665,NT$340
10216,92,NT$70
10216,31,NT$190
10217,73,NT$250
10217,92,NT$70
10218,677,NT$230
10218,31,NT$190
10218,31,NT$190
10219,72,NT$270
10219,67,NT$370
10219,665,NT$340
10220,71,NT$220
10220,72,NT$270
10221,92,NT$70
10221,74,NT$250
10221,677,NT$230
10221,30,NT$240
10221,82,NT$90
10222,30,NT$240
10222,82,NT$90
10222,66,NT$220
10222,84,NT$100
10223,92,NT$70
10223,93,NT$70
10223,93,NT$70
10223,83,NT$90
10224,72,NT$270
10224,67,NT$370
10224,67,NT$370
10224,67,NT$370
10225,71,NT$220
10225,82,NT$90
10225,73,NT$250
10225,97,NT$100
10225,93,NT$70
10226,83,NT$90
10226,83,NT$90
10226,677,NT$230
10226,66,NT$220
10227,97,NT$100
10227,84,NT$100
10227,97,NT$100
10227,31,NT$190
10228,67,NT$370
10228,31,NT$190
10228,93,NT$70
10229,29,NT$290
10229,93,NT$70
10229,83,NT$90
10229,84,NT$100
10229,92,NT$70
10230,92,NT$70
10230,67,NT$370
10230,71,NT$220
10231,31,NT$190
10231,84,NT$100
10232,93,NT$70
10232,29,NT$290
10233,92,NT$70
10233,92,NT$70
10233,31,NT$190
10233,72,NT$270
10234,73,NT$250
10234,82,NT$90
10235,74,NT$250
10235,93,NT$70
10235,71,NT$220
10235,677,NT$230
10236,73,NT$250
10236,31,NT$190
10236,97,NT$100
10236,73,NT$250
10236,71,NT$220
10237,82,NT$90
10237,92,NT$70
10238,92,NT$70
10238,92,NT$70
10238,677,NT$230
10238,29,NT$290
10239,67,NT$370
10239,30,NT$240
10239,29,NT$290
10239,66,NT$220
10239,93,NT$70
10240,92,NT$70
10240,73,NT$250
10241,93,NT$70
10241,92,NT$70
10241,72,NT$270
10241,84,NT$100
10241,677,NT$230
10242,97,NT$100
10242,93,NT$70
10242,67,NT$370
10242,82,NT$90
10242,82,NT$90
10243,83,NT$90
10243,93,NT$70
10244,72,NT$270
10244,93,NT$70
10244,82,NT$90
10244,30,NT$240
10244,97,NT$100
10245,71,NT$220
10245,83,NT$90
10245,67,NT$370
10246,66,NT$220
10246,29,NT$290
10246,31,NT$190
10247,82,NT$90
10247,93,NT$70
10247,72,NT$270
10247,84,NT$100
10248,66,NT$220
10248,97,NT$100
10248,29,NT$290
10248,93,NT$70
10248,71,NT$220
10249,31,NT$190
10249,93,NT$70
10249,97,NT$100
10249,97,NT$100
10250,31,NT$190
10250,31,NT$190
10250,29,NT$290
10250,93,NT$70
10251,92,NT$70
10251,84,NT$100
10251,31,NT$190
10251,97,NT$100
10251,31,NT$190
10252,92,NT$70
10252,92,NT$70
10252,82,NT$90
10253,66,NT$220
10253,665,NT$340
10253,83,NT$90
10253,665,NT$340
10253,73,NT$250
10254,30,NT$240
10254,29,NT$290
10254,67,NT$370
10254,31,NT$190
10255,74,NT$250
10255,665,NT$340
10255,83,NT$90
10256,83,NT$90
10256,74,NT$250
10256,31,NT$190
10256,73,NT$250
10257,84,NT$100
10257,93,NT$70
10258,73,NT$250
10258,71,NT$220
10258,92,NT$70
10258,665,NT$340
10259,31,NT$190
10259,93,NT$70
10259,30,NT$240
10260,677,NT$230
10260,92,NT$70
10260,82,NT$90
10260,71,NT$220
10261,82,NT$90
10261,67,NT$370
10261,92,NT$70
10261,29,NT$290
10261,82,NT$90
10262,92,NT$70
10262,92,NT$70
10262,72,NT$270
10263,72,NT$270
10263,74,NT$250
10264,66,NT$220
10264,73,NT$250
10265,31,NT$190
10265,67,NT$370
10265,83,NT$90
10265,29,NT$290
10265,83,NT$90
10266,74,NT$250
10266,67,NT$370
10267,677,NT$230
10267,84,NT$100
10268,677,NT$230
10268,92,NT$70
10268,74,NT$250
10269,83,NT$90
10269,73,NT$250
10269,73,NT$250
10269,31,NT$190
10269,83,NT$90
10270,97,NT$100
10270,665,NT$340
10271,72,NT$270
10271,83,NT$90
10271,97,NT$100
10271,31,NT$190
10271,31,NT$190
10272,71,NT$220
10272,84,NT$100
10272,93,NT$70
10272,665,NT$340
10272,72,NT$270
10273,665,NT$340
10273,92,NT$70
10274,29,NT$290
10274,665,NT$340
10274,82,NT$90
10274,72,NT$270
10274,82,NT$90
10275,30,NT$240
10275,71,NT$220
10276,29,NT$290
10276,677,NT$230
10276,83,NT$90
10277,71,NT$220
10277,83,NT$90
10278,93,NT$70
10278,97,NT$100
10278,72,NT$270
10279,66,NT$220
10279,74,NT$250
10279,83,NT$90
10280,97,NT$100
10280,97,NT$100
10280,93,NT$70
10281,83,NT$90
10281,665,NT$340
10281,84,NT$100
10281,83,NT$90
10281,93,NT$70
10282,30,NT$240
10282,29,NT$290
10282,31,NT$190
10282,74,NT$250
10282,92,NT$70
10283,71,NT$220
10283,29,NT$290
10283,665,NT$340
10284,74,NT$250
10284,66,NT$220
10285,82,NT$90
10285,66,NT$220
10285,31,NT$190
10286,97,NT$100
10286,31,NT$190
10286,84,NT$100
10286,73,NT$250
10287,67,NT$370
10287,84,NT$100
10287,31,NT$190
10287,29,NT$290
10287,31,NT$190
10288,73,NT$250
10288,30,NT$240
10289,84,NT$100
10289,665,NT$340
10289,665,NT$340
10289,677,NT$230
10290,67,NT$370
10290,29,NT$290
10290,29,NT$290
10290,93,NT$70
10291,92,NT$70
10291,677,NT$230
10291,677,NT$230
10292,73,NT$250
10292,66,NT$220
10292,67,NT$370
10292,97,NT$100
10292,30,NT$240
10293,97,NT$100
10293,31,NT$190
10294,67,NT$370
10294,93,NT$70
10294,71,NT$220
10294,66,NT$220
10295,82,NT$90
10295,72,NT$270
10295,72,NT$270
10296,93,NT$70
10296,31,NT$190
10296,83,NT$90
10296,84,NT$100
10296,665,NT$340
10297,82,NT$90
10297,84,NT$100
10297,30,NT$240
10297,83,NT$90
10298,67,NT$370
10298,67,NT$370
10298,73,NT$250
10298,83,NT$90
10299,97,NT$100
10299,73,NT$250
10300,83,NT$90
10300,31,NT$190
10301,71,NT$220
10301,73,NT$250
10302,30,NT$240
10302,665,NT$340
10302,30,NT$240
10302,31,NT$190
10302,73,NT$250
10303,30,NT$240
10303,29,NT$290
10304,66,NT$220
10304,30,NT$240
10304,82,NT$90
10304,30,NT$240
10305,83,NT$90
10305,29,NT$290
10305,29,NT$290
10306,74,NT$250
10306,93,NT$70
10306,31,NT$190
10306,73,NT$250
10306,66,NT$220
10307,74,NT$250
10307,31,NT$190
10308,66,NT$220
10308,82,NT$90
10308,83,NT$90
10309,73,NT$250
10309,30,NT$240
10309,677,NT$230
10310,30,NT$240
10310,29,NT$290
10311,677,NT$230
10311,665,NT$340
10312,93,NT$70
10312,97,NT$100
10312,31,NT$190
10313,66,NT$220
10313,82,NT$90
10314,74,NT$250
10314,92,NT$70
10315,30,NT$240
10315,97,NT$100
10316,665,NT$340
10316,677,NT$230
10317,677,NT$230
10317,72,NT$270
10318,29,NT$290
10318,83,NT$90
10319,84,NT$100
10319,30,NT$240
10319,83,NT$90
10319,92,NT$70
10319,66,NT$220
10320,82,NT$90
10320,93,NT$70
10320,97,NT$100
10320,31,NT$190
10320,83,NT$90
10321,665,NT$340
10321,82,NT$90
10321,84,NT$100
10321,74,NT$250
10322,92,NT$70
10322,82,NT$90
10322,97,NT$100
10323,82,NT$90
10323,31,NT$190
10323,30,NT$240
10323,92,NT$70
10323,84,NT$100
10324,67,NT$370
10324,71,NT$220
10324,82,NT$90
10325,665,NT$340
10325,29,NT$290
10325,92,NT$70
10325,66,NT$220
10325,83,NT$90
10326,677,NT$230
10326,73,NT$250
10326,83,NT$90
10326,73,NT$250
10327,84,NT$100
10327,30,NT$240
10327,71,NT$220
10327,92,NT$70
10327,72,NT$270
10328,31,NT$190
10328,83,NT$90
10329,84,NT$100
10329,73,NT$250
10329,92,NT$70
10329,83,NT$90
10330,74,NT$250
10330,84,NT$100
10330,74,NT$250
10330,677,NT$230
10331,71,NT$220
10331,31,NT$190
10331,72,NT$270
10331,29,NT$290
10331,73,NT$250
10332,74,NT$250
10332,66,NT$220
10332,73,NT$250
10333,30,NT$240
10333,67,NT$370
10333,83,NT$90
10333,82,NT$90
10333,93,NT$70
10334,67,NT$370
10334,73,NT$250
10334,74,NT$250
10334,74,NT$250
10334,67,NT$370
10335,74,NT$250
10335,31,NT$190
10335,83,NT$90
10335,29,NT$290
10336,677,NT$230
10336,84,NT$100
10336,31,NT$190
10337,30,NT$240
10337,82,NT$90
10337,72,NT$270
10338,72,NT$270
10338,31,NT$190
10338,29,NT$290
10338,74,NT$250
10338,83,NT$90
10339,72,NT$270
10339,82,NT$90
10339,82,NT$90
10339,665,NT$340
10340,73,NT$250
10340,29,NT$290
10340,71,NT$220
10340,82,NT$90
10341,67,NT$370
10341,71,NT$220
10341,30,NT$240
10342,72,NT$270
10342,82,NT$90
10343,67,NT$370
10343,83,NT$90
10343,82,NT$90
10343,677,NT$230
10344,66,NT$220
10344,83,NT$90
10344,30,NT$240
10344,73,NT$250
10345,665,NT$340
10345,84,NT$100
10346,30,NT$240
10346,29,NT$290
10346,30,NT$240
10347,31,NT$190
10347,30,NT$240
10347,84,NT$100
10348,92,NT$70
10348,71,NT$220
10348,97,NT$100
10349,92,NT$70
10349,82,NT$90
10349,665,NT$340
10349,92,NT$70
10349,29,NT$290
10350,74,NT$250
10350,82,NT$90
10350,83,NT$90
10351,82,NT$90
10351,74,NT$250
10352,82,NT$90
10352,97,NT$100
10352,67,NT$370
10353,84,NT$100
10353,84,NT$100
10353,93,NT$70
10353,72,NT$270
10353,84,NT$100
10354,71,NT$220
10354,83,NT$90
10354,97,NT$100
10354,73,NT$250
10354,72,NT$270
10355,31,NT$190
10355,66,NT$220
10355,71,NT$220
10356,83,NT$90
10356,93,NT$70
10356,74,NT$250
10357,71,NT$220
10357,74,NT$250
10357,29,NT$290
10357,82,NT$90
10358,29,NT$290
10358,92,NT$70
10358,66,NT$220
10359,677,NT$230
10359,74,NT$250
10359,93,NT$70
10360,677,NT$230
10360,30,NT$240
10361,83,NT$90
10361,93,NT$70
10361,92,NT$70
10361,67,NT$370
10361,74,NT$250
10362,72,NT$270
10362,29,NT$290
10362,83,NT$90
10362,677,NT$230
10363,73,NT$250
10363,97,NT$100
10363,30,NT$240
10364,82,NT$90
10364,92,NT$70
10364,97,NT$100
10364,82,NT$90
10365,93,NT$70
10365,29,NT$290
10366,67,NT$370
10366,97,NT$100
10366,30,NT$240
10367,665,NT$340
10367,72,NT$270
10367,31,NT$190
10367,93,NT$70
10367,74,NT$250
10368,31,NT$190
10368,97,NT$100
10368,71,NT$220
10368,67,NT$370
10369,71,NT$220
10369,93,NT$70
10369,67,NT$370
10370,29,NT$290
10370,97,NT$100
10371,72,NT$270
10371,73,NT$250
10371,84,NT$100
10372,74,NT$250
10372,66,NT$220
10373,665,NT$340
10373,72,NT$270
10373,72,NT$270
10373,74,NT$250
10374,93,NT$70
10374,82,NT$90
10374,72,NT$270
10374,66,NT$220
10375,82,NT$90
10375,665,NT$340
10375,665,NT$340
10375,97,NT$100
10375,29,NT$290
10376,29,NT$290
10376,74,NT$250
10377,74,NT$250
10377,66,NT$220
10377,31,NT$190
10377,93,NT$70
10378,83,NT$90
10378,31,NT$190
10378,67,NT$370
10379,84,NT$100
10379,84,NT$100
10379,83,NT$90
10379,72,NT$270
10380,67,NT$370
10380,29,NT$290
10380,30,NT$240
10380,84,NT$100
10380,67,NT$370
10381,31,NT$190
10381,665,NT$340
10382,71,NT$220
10382,74,NT$250
10383,84,NT$100
10383,84,NT$100
10383,84,NT$100
10383,97,NT$100
10383,72,NT$270
10384,677,NT$230
10384,93,NT$70
10384,66,NT$220
10384,30,NT$240
10384,92,NT$70
10385,677,NT$230
10385,66,NT$220
10385,73,NT$250
10385,71,NT$220
10385,74,NT$250
10386,66,NT$220
10386,84,NT$100
10387,66,NT$220
10387,84,NT$100
10388,31,NT$190
10388,74,NT$250
10388,82,NT$90
10388,31,NT$190
10389,97,NT$100
10389,72,NT$270
10389,84,NT$100
10390,677,NT$230
10390,92,NT$70
10390,73,NT$250
10390,92,NT$70
10390,97,NT$100
10391,84,NT$100
10391,97,NT$100
10392,677,NT$230
10392,84,NT$100
10392,31,NT$190
10392,665,NT$340
10392,67,NT$370
10393,66,NT$220
10393,71,NT$220
10393,97,NT$100
10393,67,NT$370
10393,67,NT$370
10394,73,NT$250
10394,84,NT$100
10394,29,NT$290
10394,31,NT$190
10395,677,NT$230
10395,73,NT$250
10395,74,NT$250
10395,66,NT$220
10395,71,NT$220
10396,73,NT$250
10396,83,NT$90
10396,92,NT$70
10397,97,NT$100
10397,82,NT$90
10398,72,NT$270
10398,74,NT$250
10398,83,NT$90
10398,97,NT$100
10398,84,NT$100
10399,30,NT$240
10399,67,NT$370
10400,67,NT$370
10400,677,NT$230
10401,74,NT$250
10401,84,NT$100
10402,66,NT$220
10402,82,NT$90
10402,665,NT$340
10402,84,NT$100
10402,677,NT$230
10403,73,NT$250
10403,677,NT$230
